"characteristic_name","activity_start_date","result_sample_fraction_text","result_measure_value","result_measure_measure_unit_code","trib_mainstem","tributary_name","site_name","season","fw_acute_std","fw_chronic_std","fw_acute_exceed","fw_chronic_exceed"
"Zinc","2002-07-16","Dissolved",30,"ug/l","m",NA,"12.5","Summer",42.5688593663865,42.5688593663865,NA,NA
"Arsenic","2011-04-26","Dissolved",2.19,"ug/l","m",NA,"12.5","Spring",NA,NA,NA,NA
"Zinc","2007-05-01","Dissolved",18.7,"ug/l","t","No Name Creek","No Name Creek","Spring",49.918757901142,49.918757901142,NA,NA
"Arsenic","2008-04-22","Dissolved",1.22,"ug/l","t","No Name Creek","No Name Creek","Spring",NA,NA,NA,NA
"Copper","2011-04-26","Dissolved",1.08,"ug/l","t","No Name Creek","No Name Creek","Spring",5.6831061001747,4.11869158648265,NA,NA
"Arsenic","2011-04-26","Dissolved",1.87,"ug/l","t","Funny River","Funny River","Spring",NA,NA,NA,NA
"Zinc","2004-04-27","Dissolved",27.4,"ug/l","t","Funny River","Funny River","Spring",38.0346914126809,38.0346914126809,NA,NA
"Arsenic","2005-04-26","Dissolved",3.41,"ug/l","m",NA,"31","Spring",NA,NA,NA,NA
"Zinc","2012-05-01","Dissolved",66.1,"ug/l","t","Funny River","Funny River","Spring",39.8552374210733,39.8552374210733,"Y","Y"
"Arsenic","2011-04-26","Dissolved",2.64,"ug/l","m",NA,"31","Spring",NA,NA,NA,NA
"Chromium","2006-04-25","Dissolved",0.29,"ug/l","t","Moose River","Moose River","Spring",1072.9915954752,51.2853896703218,NA,NA
"Copper","2013-05-07","Dissolved",0.486,"ug/l","m",NA,"31","Spring",4.01883128996698,3.00801863963665,NA,NA
"Copper","2009-07-21","Dissolved",0.696,"ug/l","m",NA,"12.5","Summer",4.59119323988485,3.39409421676769,NA,NA
"Copper","2012-05-01","Dissolved",0.649,"ug/l","m",NA,"70","Spring",5.787210484697,4.18705811676876,NA,NA
"Copper","2012-07-31","Dissolved",0.508,"ug/l","m",NA,"70","Summer",5.37399860864444,3.91500035453911,NA,NA
"Zinc","2006-04-25","Dissolved",15,"ug/l","m",NA,"70","Spring",64.0629387481668,64.0629387481668,NA,NA
"Arsenic","2007-07-17","Dissolved",0.652,"ug/l","m",NA,"70","Summer",NA,NA,NA,NA
"Arsenic","2006-04-25","Dissolved",1.39,"ug/l","t","Killey River","Killey River","Spring",NA,NA,NA,NA
"Zinc","2009-07-21","Dissolved",44.4,"ug/l","t","Killey River","Killey River","Summer",25.3705421306065,25.3705421306065,"Y","Y"
"Copper","2007-05-01","Dissolved",0.703,"ug/l","t","Killey River","Killey River","Spring",3.56270884706227,2.69668969431224,NA,NA
"Chromium","2011-04-26","Dissolved",1.37,"ug/l","t","Slikok Creek","Slikok Creek","Spring",789.735604358515,37.7467059172222,NA,NA
"Chromium","2010-04-27","Dissolved",0.848,"ug/l","t","Slikok Creek","Slikok Creek","Spring",698.235199913523,33.3732943110714,NA,NA
"Copper","2011-04-26","Dissolved",0.588,"ug/l","m",NA,"70","Spring",6.22638429386768,4.47423501948421,NA,NA
"Lead","2008-04-22","Dissolved",0.124,"ug/l","m",NA,"70","Spring",23.5587898337473,0.918052217816141,NA,NA
"Zinc","2006-04-25","Dissolved",10.4,"ug/l","m",NA,"70","Spring",63.6853398308704,63.6853398308704,NA,NA
"Arsenic","2002-07-16","Dissolved",2,"ug/l","t","Slikok Creek","Slikok Creek","Summer",NA,NA,NA,NA
"Arsenic","2009-07-21","Dissolved",1.02,"ug/l","t","Juneau Creek","Juneau Creek","Summer",NA,NA,NA,NA
"Arsenic","2006-07-25","Dissolved",0.919,"ug/l","t","Russian River","Russian River","Summer",NA,NA,NA,NA
"Chromium","2006-04-25","Dissolved",0.248,"ug/l","t","Russian River","Russian River","Spring",927.208324158227,44.3174395871767,NA,NA
"Chromium","2008-04-22","Dissolved",1.04,"ug/l","t","Russian River","Russian River","Spring",1093.40668429073,52.2611622574265,NA,NA
"Chromium","2010-07-27","Dissolved",0.232,"ug/l","t","Juneau Creek","Juneau Creek","Summer",839.182004094195,40.110077530693,NA,NA
"Cadmium","2011-04-26","Dissolved",0.147,"ug/l","t","Juneau Creek","Juneau Creek","Spring",0.737410050781222,0.119938246725995,NA,"Y"
"Zinc","2010-07-27","Dissolved",59,"ug/l","m",NA,"18","Summer",39.5045934088729,39.5045934088729,"Y","Y"
"Copper","2010-04-27","Dissolved",1.28,"ug/l","t","Moose River","Moose River","Spring",7.93245641891154,5.57315567285237,NA,NA
"Zinc","2006-04-25","Dissolved",7.96,"ug/l","m",NA,"40","Spring",42.8449293736521,42.8449293736521,NA,NA
"Chromium","2010-04-27","Dissolved",0.423,"ug/l","t","Moose River","Moose River","Spring",1100.4560392121,52.5980977148816,NA,NA
"Arsenic","2004-04-27","Dissolved",3.6,"ug/l","t","Moose River","Moose River","Spring",NA,NA,NA,NA
"Copper","2004-07-20","Dissolved",12.1,"ug/l","t","Slikok Creek","Slikok Creek","Summer",7.23121055491536,5.12443507873146,"Y","Y"
"Chromium","2006-07-25","Dissolved",0.952,"ug/l","m",NA,"50","Summer",696.328446889546,33.2821579291537,NA,NA
"Chromium","2007-05-01","Dissolved",0.357,"ug/l","m",NA,"40","Spring",594.86307257703,28.4324542766681,NA,NA
"Copper","2007-07-17","Dissolved",0.262,"ug/l","t","Moose River","Moose River","Summer",8.1934515098839,5.73920499400931,NA,NA
"Zinc","2010-04-27","Dissolved",48.9,"ug/l","t","Moose River","Moose River","Spring",72.0739088101342,72.0739088101342,NA,NA
"Arsenic","2003-04-29","Dissolved",4.7,"ug/l","m",NA,"1.5","Spring",NA,NA,NA,NA
"Arsenic","2012-07-31","Dissolved",1.15,"ug/l","m",NA,"12.5","Summer",NA,NA,NA,NA
"Zinc","2011-04-26","Dissolved",61.8,"ug/l","t","Soldotna Creek","Soldotna Creek","Spring",53.2566714573314,53.2566714573314,"Y","Y"
"Chromium","2009-07-21","Dissolved",0.961,"ug/l","m",NA,"82","Summer",843.16860298605,40.3006235503358,NA,NA
"Copper","2008-04-22","Dissolved",0.739,"ug/l","t","Soldotna Creek","Soldotna Creek","Spring",6.04001357569977,4.35260499733148,NA,NA
"Chromium","2008-04-22","Dissolved",1.91,"ug/l","t","Funny River","Funny River","Spring",771.853208525058,36.8919875369243,NA,NA
"Zinc","2005-04-26","Dissolved",58.6,"ug/l","t","Soldotna Creek","Soldotna Creek","Spring",53.2566714573314,53.2566714573314,"Y","Y"
"Lead","2011-04-26","Dissolved",0.336,"ug/l","t","Soldotna Creek","Soldotna Creek","Spring",22.4674793432954,0.875525414735184,NA,NA
"Zinc","2003-07-22","Dissolved",75,"ug/l","t","No Name Creek","No Name Creek","Summer",67.2560015870889,67.2560015870889,"Y","Y"
"Zinc","2010-07-27","Dissolved",25.6,"ug/l","t","Juneau Creek","Juneau Creek","Summer",54.3109867110116,54.3109867110116,NA,NA
"Copper","2013-05-07","Dissolved",0.631,"ug/l","t","Juneau Creek","Juneau Creek","Spring",6.81351952142404,4.85525041752947,NA,NA
"Copper","2007-05-01","Dissolved",0.431,"ug/l","t","Russian River","Russian River","Spring",5.78986109674003,4.18879730099885,NA,NA
"Arsenic","2011-04-26","Dissolved",0.826,"ug/l","t","Russian River","Russian River","Spring",NA,NA,NA,NA
"Arsenic","2012-07-31","Dissolved",1.62,"ug/l","m",NA,"1.5","Summer",NA,NA,NA,NA
"Zinc","2006-04-25","Dissolved",38.9,"ug/l","m",NA,"1.5","Spring",520.801945907331,520.801945907331,NA,NA
"Zinc","2005-07-26","Dissolved",45.8,"ug/l","m",NA,"1.5","Summer",59.466279399614,59.466279399614,NA,NA
"Copper","2003-04-29","Dissolved",100,"ug/l","m",NA,"1.5","Spring",285.112827861379,143.520555245883,NA,NA
"Lead","2011-04-26","Dissolved",1.6,"ug/l","m",NA,"1.5","Spring",1749.8680532512,68.1898458498769,NA,NA
"Zinc","2010-07-27","Dissolved",25.5,"ug/l","m",NA,"1.5","Summer",106.695761119918,106.695761119918,NA,NA
"Lead","2010-04-27","Dissolved",0.101,"ug/l","t","Slikok Creek","Slikok Creek","Spring",17.9353245183202,0.698913847760957,NA,NA
"Arsenic","2011-04-26","Dissolved",2.45,"ug/l","t","Slikok Creek","Slikok Creek","Spring",NA,NA,NA,NA
"Zinc","2002-04-10","Dissolved",33,"ug/l","m",NA,"23","Spring",47.7325008457142,47.7325008457142,NA,NA
"Chromium","2009-07-21","Dissolved",0.858,"ug/l","m",NA,"23","Summer",695.512866753792,33.2431759415539,NA,NA
"Copper","2009-07-21","Dissolved",0.641,"ug/l","m",NA,"23","Summer",4.67912749516059,3.45299767119686,NA,NA
"Zinc","2005-04-26","Dissolved",25.8,"ug/l","m",NA,"23","Spring",51.3537513258107,51.3537513258107,NA,NA
"Zinc","2002-07-16","Dissolved",30,"ug/l","m",NA,"21","Summer",42.6818815560505,42.6818815560505,NA,NA
"Chromium","2010-07-27","Dissolved",0.17,"ug/l","m",NA,"23","Summer",621.374652027698,29.6996186129377,NA,NA
"Copper","2011-04-26","Dissolved",0.731,"ug/l","m",NA,"12.5","Spring",4.70528753432822,3.47050121464761,NA,NA
"Zinc","2001-07-24","Dissolved",31.6,"ug/l","m",NA,"12.5","Summer",41.9795596961283,41.9795596961283,NA,NA
"Zinc","2005-04-26","Dissolved",45.9,"ug/l","m",NA,"10.1","Spring",61.5297079114255,61.5297079114255,NA,NA
"Zinc","2002-04-10","Dissolved",32,"ug/l","m",NA,"21","Spring",50.6165215363508,50.6165215363508,NA,NA
"Zinc","2001-07-24","Dissolved",37.1,"ug/l","m",NA,"21","Summer",42.0856197711415,42.0856197711415,NA,NA
"Copper","2011-04-26","Dissolved",0.868,"ug/l","t","Soldotna Creek","Soldotna Creek","Spring",5.68219512211223,4.11809282530428,NA,NA
"Zinc","2009-07-21","Dissolved",50.8,"ug/l","t","Soldotna Creek","Soldotna Creek","Summer",96.7834328714309,96.7834328714309,NA,NA
"Copper","2007-07-17","Dissolved",0.26,"ug/l","t","Soldotna Creek","Soldotna Creek","Summer",7.65198124396915,5.39414442942178,NA,NA
"Arsenic","2004-07-20","Dissolved",11.3,"ug/l","t","Soldotna Creek","Soldotna Creek","Summer",NA,NA,NA,NA
"Copper","2012-05-01","Dissolved",0.838,"ug/l","t","Soldotna Creek","Soldotna Creek","Spring",4.92805049082639,3.61918929677435,NA,NA
"Arsenic","2005-04-26","Dissolved",6.84,"ug/l","t","Soldotna Creek","Soldotna Creek","Spring",NA,NA,NA,NA
"Chromium","2008-04-22","Dissolved",1.19,"ug/l","t","Soldotna Creek","Soldotna Creek","Spring",868.321771491059,41.5028604118943,NA,NA
"Chromium","2007-05-01","Dissolved",0.751,"ug/l","t","Soldotna Creek","Soldotna Creek","Spring",990.94258408995,47.3637228663113,NA,NA
"Chromium","2006-04-25","Dissolved",4.03,"ug/l","m",NA,"1.5","Spring",7461.89687710765,356.653575513552,NA,NA
"Arsenic","2007-05-01","Dissolved",6.51,"ug/l","t","Beaver Creek","Beaver Creek","Spring",NA,NA,NA,NA
"Arsenic","2007-07-17","Dissolved",2.41,"ug/l","m",NA,"1.5","Summer",NA,NA,NA,NA
"Copper","2007-05-01","Dissolved",1.7,"ug/l","m",NA,"6.5","Spring",16.4778136490626,10.8153583344723,NA,NA
"Lead","2012-05-01","Dissolved",0.13,"ug/l","m",NA,"1.5","Spring",674.464505949848,26.2829135068113,NA,NA
"Copper","2013-05-07","Dissolved",0.448,"ug/l","m",NA,"21","Spring",4.60285981292203,3.40191516258038,NA,NA
"Copper","2011-04-26","Dissolved",0.581,"ug/l","m",NA,"21","Spring",4.4755384604247,3.31646155820178,NA,NA
"Zinc","2007-07-17","Dissolved",12.6,"ug/l","m",NA,"21","Summer",40.3128858356793,40.3128858356793,NA,NA
"Lead","2012-05-01","Dissolved",0.208,"ug/l","m",NA,"10.1","Spring",17.0944028613088,0.666144338050272,NA,NA
"Copper","2007-05-01","Dissolved",0.285,"ug/l","m",NA,"12.5","Spring",4.35588860345029,3.23595038150349,NA,NA
"Zinc","2004-07-20","Dissolved",55.7,"ug/l","m",NA,"12.5","Summer",42.3492635586766,42.3492635586766,"Y","Y"
"Zinc","2012-05-01","Dissolved",62.9,"ug/l","m",NA,"21","Spring",42.5072437278315,42.5072437278315,"Y","Y"
"Zinc","2012-07-31","Dissolved",68.3,"ug/l","t","Slikok Creek","Slikok Creek","Summer",81.0965328912313,81.0965328912313,NA,NA
"Zinc","2006-04-25","Dissolved",5.59,"ug/l","t","Slikok Creek","Slikok Creek","Spring",36.5649001533469,36.5649001533469,NA,NA
"Copper","2009-07-21","Dissolved",0.456,"ug/l","t","Slikok Creek","Slikok Creek","Summer",6.64310197176356,4.74498652494304,NA,NA
"Copper","2013-05-07","Dissolved",0.524,"ug/l","m",NA,"23","Spring",4.95466472684554,3.63691119202415,NA,NA
"Zinc","2009-04-28","Dissolved",2.14,"ug/l","m",NA,"23","Spring",43.2954043346994,43.2954043346994,NA,NA
"Arsenic","2013-05-07","Dissolved",2.08,"ug/l","t","Slikok Creek","Slikok Creek","Spring",NA,NA,NA,NA
"Arsenic","2011-04-26","Dissolved",2.03,"ug/l","m",NA,"18","Spring",NA,NA,NA,NA
"Lead","2010-07-27","Dissolved",0.445,"ug/l","m",NA,"18","Summer",15.1352456356149,0.589798793614782,NA,NA
"Chromium","2009-07-21","Dissolved",1.67,"ug/l","t","No Name Creek","No Name Creek","Summer",1075.55766576913,51.4080392003836,NA,NA
"Zinc","2010-07-27","Dissolved",28.9,"ug/l","t","Funny River","Funny River","Summer",43.8019405891566,43.8019405891566,NA,NA
"Arsenic","2007-07-17","Dissolved",2.46,"ug/l","t","Funny River","Funny River","Summer",NA,NA,NA,NA
"Arsenic","2010-04-27","Dissolved",1.99,"ug/l","m",NA,"31","Spring",NA,NA,NA,NA
"Zinc","2006-04-25","Dissolved",20.5,"ug/l","t","Funny River","Funny River","Spring",53.4228907982462,53.4228907982462,NA,NA
"Lead","2012-07-31","Dissolved",0.117,"ug/l","m",NA,"6.5","Summer",17.0332802654077,0.663762478238216,NA,NA
"Copper","2009-04-28","Dissolved",0.983,"ug/l","t","Beaver Creek","Beaver Creek","Spring",5.66568444305501,4.10723925360348,NA,NA
"Zinc","2011-04-26","Dissolved",44.6,"ug/l","m",NA,"31","Spring",48.501719117273,48.501719117273,NA,NA
"Zinc","2001-07-24","Dissolved",33.5,"ug/l","m",NA,"31","Summer",41.893666162009,41.893666162009,NA,NA
"Arsenic","2006-07-25","Dissolved",2.63,"ug/l","t","Funny River","Funny River","Summer",NA,NA,NA,NA
"Copper","2006-04-25","Dissolved",0.543,"ug/l","m",NA,"40","Spring",4.46128669576318,3.30688230360173,NA,NA
"Zinc","2008-04-22","Dissolved",0.692,"ug/l","m",NA,"50","Spring",41.0735456619025,41.0735456619025,NA,NA
"Copper","2007-07-17","Dissolved",0.32,"ug/l","m",NA,"40","Summer",19.0819070928584,12.3546896379415,NA,NA
"Arsenic","2012-07-31","Dissolved",1.04,"ug/l","m",NA,"43","Summer",NA,NA,NA,NA
"Zinc","2006-07-25","Dissolved",20,"ug/l","t","Funny River","Funny River","Summer",51.8639380408085,51.8639380408085,NA,NA
"Copper","2005-04-26","Dissolved",2.59,"ug/l","m",NA,"31","Spring",5.83418393117034,4.21786852831324,NA,NA
"Arsenic","2007-05-01","Dissolved",1.95,"ug/l","m",NA,"31","Spring",NA,NA,NA,NA
"Copper","2011-04-26","Dissolved",0.924,"ug/l","m",NA,"31","Spring",5.12094426616485,3.74743491796438,NA,NA
"Chromium","2006-04-25","Dissolved",1.23,"ug/l","t","Funny River","Funny River","Spring",825.914345413189,39.4759280663937,NA,NA
"Copper","2007-05-01","Dissolved",0.53,"ug/l","m",NA,"10.1","Spring",4.35588860345029,3.23595038150349,NA,NA
"Copper","2013-05-07","Dissolved",0.766,"ug/l","t","Killey River","Killey River","Spring",2.94245915157421,2.26721775087822,NA,NA
"Zinc","2001-07-24","Dissolved",34.4,"ug/l","t","Killey River","Killey River","Summer",24.3571411870279,24.3571411870279,"Y","Y"
"Arsenic","2010-07-27","Dissolved",0.83,"ug/l","t","Killey River","Killey River","Summer",NA,NA,NA,NA
"Zinc","2012-05-01","Dissolved",52.8,"ug/l","t","Russian River","Russian River","Spring",51.9951281409872,51.9951281409872,"Y","Y"
"Zinc","2008-04-22","Dissolved",1.33,"ug/l","m",NA,"70","Spring",55.5490186183602,55.5490186183602,NA,NA
"Zinc","2006-04-25","Dissolved",36.2,"ug/l","t","Funny River","Funny River","Spring",57.8944554242322,57.8944554242322,NA,NA
"Zinc","2001-07-24","Dissolved",76.1,"ug/l","t","Moose River","Moose River","Summer",93.6393938307336,93.6393938307336,NA,NA
"Arsenic","2001-07-24","Dissolved",6.7,"ug/l","t","Moose River","Moose River","Summer",NA,NA,NA,NA
"Chromium","2006-04-25","Dissolved",2.38,"ug/l","t","Beaver Creek","Beaver Creek","Spring",703.140303188174,33.6077417511767,NA,NA
"Zinc","2006-07-25","Dissolved",49.7,"ug/l","t","Beaver Creek","Beaver Creek","Summer",85.3927375997907,85.3927375997907,NA,NA
"Zinc","2007-07-17","Dissolved",42.9,"ug/l","t","Beaver Creek","Beaver Creek","Summer",76.9480315536952,76.9480315536952,NA,NA
"Arsenic","2007-07-17","Dissolved",1.06,"ug/l","m",NA,"40","Summer",NA,NA,NA,NA
"Zinc","2004-07-20","Dissolved",32.5,"ug/l","m",NA,"40","Summer",44.4369052764601,44.4369052764601,NA,NA
"Zinc","2001-04-11","Dissolved",28,"ug/l","t","Killey River","Killey River","Spring",42.8039793220765,42.8039793220765,NA,NA
"Zinc","2008-04-22","Dissolved",34.1,"ug/l","t","Funny River","Funny River","Spring",49.8093852137537,49.8093852137537,NA,NA
"Arsenic","2012-05-01","Dissolved",3.83,"ug/l","t","Moose River","Moose River","Spring",NA,NA,NA,NA
"Arsenic","2008-04-22","Dissolved",3.93,"ug/l","t","Moose River","Moose River","Spring",NA,NA,NA,NA
"Zinc","2000-07-18","Dissolved",21,"ug/l","m",NA,"82","Summer",47.9380359645282,47.9380359645282,NA,NA
"Arsenic","2011-04-26","Dissolved",1.94,"ug/l","t","Funny River","Funny River","Spring",NA,NA,NA,NA
"Arsenic","2010-07-27","Dissolved",1.39,"ug/l","t","Funny River","Funny River","Summer",NA,NA,NA,NA
"Zinc","2011-04-26","Dissolved",17,"ug/l","t","Russian River","Russian River","Spring",58.2817594874573,58.2817594874573,NA,NA
"Arsenic","2013-05-07","Dissolved",0.83,"ug/l","t","Russian River","Russian River","Spring",NA,NA,NA,NA
"Arsenic","2000-07-18","Dissolved",5,"ug/l","t","Russian River","Russian River","Summer",NA,NA,NA,NA
"Arsenic","2009-07-21","Dissolved",0.97,"ug/l","t","Russian River","Russian River","Summer",NA,NA,NA,NA
"Chromium","2006-07-25","Dissolved",1.26,"ug/l","t","Russian River","Russian River","Summer",952.100941373803,45.507222973364,NA,NA
"Chromium","2012-07-31","Dissolved",0.253,"ug/l","t","Russian River","Russian River","Summer",846.682816685819,40.4685911464824,NA,NA
"Zinc","2010-07-27","Dissolved",15.2,"ug/l","m",NA,"70","Summer",56.2661641007477,56.2661641007477,NA,NA
"Arsenic","2012-05-01","Dissolved",1.98,"ug/l","m",NA,"10.1","Spring",NA,NA,NA,NA
"Copper","2009-04-28","Dissolved",0.521,"ug/l","m",NA,"12.5","Spring",4.50270445955554,3.33471319811549,NA,NA
"Zinc","2005-07-26","Dissolved",24.9,"ug/l","m",NA,"10.1","Summer",38.4737464521333,38.4737464521333,NA,NA
"Zinc","2000-07-18","Dissolved",27,"ug/l","t","Slikok Creek","Slikok Creek","Summer",69.0524966318127,69.0524966318127,NA,NA
"Copper","2012-07-31","Dissolved",0.593,"ug/l","t","Funny River","Funny River","Summer",5.267382189624,3.84449354718099,NA,NA
"Copper","2011-04-26","Dissolved",0.701,"ug/l","m",NA,"40","Spring",4.19542114780951,3.1276487109114,NA,NA
"Zinc","2007-07-17","Dissolved",25,"ug/l","m",NA,"23","Summer",10.9134118601299,10.9134118601299,"Y","Y"
"Copper","2008-04-22","Dissolved",0.215,"ug/l","t","Moose River","Moose River","Spring",8.0912744434366,5.67425780164208,NA,NA
"Arsenic","2011-04-26","Dissolved",1.17,"ug/l","m",NA,"40","Spring",NA,NA,NA,NA
"Copper","2011-04-26","Dissolved",0.376,"ug/l","m",NA,"43","Spring",4.25520810084619,3.16804403999824,NA,NA
"Chromium","2011-04-26","Dissolved",0.999,"ug/l","t","Moose River","Moose River","Spring",957.443882329199,45.7625975821107,NA,NA
"Zinc","2003-04-29","Dissolved",49,"ug/l","t","Moose River","Moose River","Spring",74.7515149215034,74.7515149215034,NA,NA
"Chromium","2008-04-22","Dissolved",0.612,"ug/l","m",NA,"40","Spring",615.895181429684,29.4377183464386,NA,NA
"Zinc","2012-05-01","Dissolved",37.6,"ug/l","m",NA,"40","Spring",41.579194161655,41.579194161655,NA,NA
"Zinc","2005-07-26","Dissolved",26.1,"ug/l","m",NA,"43","Summer",40.0678638977306,40.0678638977306,NA,NA
"Zinc","2008-04-22","Dissolved",0.804,"ug/l","m",NA,"10.1","Spring",49.0303687996198,49.0303687996198,NA,NA
"Lead","2006-07-25","Dissolved",1.65,"ug/l","m",NA,"10.1","Summer",17.0077383027687,0.662767144623308,NA,"Y"
"Lead","2007-05-01","Dissolved",0.152,"ug/l","t","Beaver Creek","Beaver Creek","Spring",29.4789171522816,1.14875108023177,NA,NA
"Copper","2010-07-27","Dissolved",0.694,"ug/l","t","Beaver Creek","Beaver Creek","Summer",7.61531295631069,5.37069645749203,NA,NA
"Copper","2012-07-31","Dissolved",1.77,"ug/l","m",NA,"10.1","Summer",4.44918903738447,3.29874868604023,NA,NA
"Copper","2007-05-01","Dissolved",0.73,"ug/l","t","Beaver Creek","Beaver Creek","Spring",7.15060132060632,5.07260105479348,NA,NA
"Zinc","2001-04-11","Dissolved",56,"ug/l","m",NA,"10.1","Spring",94.6532442857746,94.6532442857746,NA,NA
"Zinc","2009-04-28","Dissolved",46.2,"ug/l","m",NA,"10.1","Spring",45.591024117779,45.591024117779,"Y","Y"
"Zinc","2011-04-26","Dissolved",247,"ug/l","t","Beaver Creek","Beaver Creek","Spring",62.9297136521898,62.9297136521898,"Y","Y"
"Zinc","2009-07-21","Dissolved",78.2,"ug/l","m",NA,"10.1","Summer",45.3763602781447,45.3763602781447,"Y","Y"
"Chromium","2012-07-31","Dissolved",0.379,"ug/l","m",NA,"10.1","Summer",665.706281185494,31.8185213943438,NA,NA
"Copper","2009-07-21","Dissolved",1.07,"ug/l","m",NA,"10.1","Summer",4.755351403451,3.50397348202961,NA,NA
"Copper","2010-04-27","Dissolved",1.02,"ug/l","m",NA,"10.1","Spring",6.79301699804454,4.84199854361159,NA,NA
"Zinc","2003-07-22","Dissolved",51,"ug/l","m",NA,"10.1","Summer",41.3650434679023,41.3650434679023,"Y","Y"
"Copper","2007-07-17","Dissolved",0.401,"ug/l","m",NA,"10.1","Summer",4.20371937798475,3.13325863388823,NA,NA
"Copper","2005-04-26","Dissolved",12,"ug/l","m",NA,"6.5","Spring",20.257444629681,13.0430181199002,NA,NA
"Copper","2013-05-07","Dissolved",3.28,"ug/l","t","Beaver Creek","Beaver Creek","Spring",3.53683467818085,2.67892191407473,NA,"Y"
"Chromium","2008-04-22","Dissolved",0.571,"ug/l","t","Beaver Creek","Beaver Creek","Spring",1091.38720384622,52.1646378839226,NA,NA
"Arsenic","2005-07-26","Dissolved",5.01,"ug/l","t","Beaver Creek","Beaver Creek","Summer",NA,NA,NA,NA
"Lead","2006-07-25","Dissolved",3.92,"ug/l","t","Beaver Creek","Beaver Creek","Summer",41.6836555555939,1.62435221416507,NA,"Y"
"Copper","2006-04-25","Dissolved",0.792,"ug/l","t","No Name Creek","No Name Creek","Spring",4.96660727694669,3.64486061828295,NA,NA
"Chromium","2011-04-26","Dissolved",1.24,"ug/l","t","No Name Creek","No Name Creek","Spring",823.545056669619,39.3626840326399,NA,NA
"Zinc","2001-04-11","Dissolved",34,"ug/l","m",NA,"31","Spring",48.8029796199832,48.8029796199832,NA,NA
"Arsenic","2010-07-27","Dissolved",0.591,"ug/l","m",NA,"40","Summer",NA,NA,NA,NA
"Zinc","2010-07-27","Dissolved",0.447,"ug/l","m",NA,"43","Summer",47.059308765235,47.059308765235,NA,NA
"Zinc","2001-07-24","Dissolved",32.5,"ug/l","m",NA,"43","Summer",41.0938308854146,41.0938308854146,NA,NA
"Arsenic","2009-07-21","Dissolved",0.979,"ug/l","m",NA,"43","Summer",NA,NA,NA,NA
"Chromium","2006-04-25","Dissolved",0.555,"ug/l","t","Funny River","Funny River","Spring",892.644657964206,42.665412584663,NA,NA
"Arsenic","2010-04-27","Dissolved",1.05,"ug/l","m",NA,"40","Spring",NA,NA,NA,NA
"Chromium","2011-04-26","Dissolved",1.34,"ug/l","t","No Name Creek","No Name Creek","Spring",823.545056669619,39.3626840326399,NA,NA
"Zinc","2004-04-27","Dissolved",61.9,"ug/l","t","No Name Creek","No Name Creek","Spring",41.7893118166485,41.7893118166485,"Y","Y"
"Arsenic","2007-05-01","Dissolved",1.57,"ug/l","t","No Name Creek","No Name Creek","Spring",NA,NA,NA,NA
"Chromium","2007-05-01","Dissolved",2.33,"ug/l","t","No Name Creek","No Name Creek","Spring",773.491394475645,36.9702873159557,NA,NA
"Copper","2004-07-20","Dissolved",1.37,"ug/l","m",NA,"10.1","Summer",4.64389380301073,3.42940858497061,NA,NA
"Zinc","2004-04-27","Dissolved",38,"ug/l","m",NA,"10.1","Spring",42.55738412181,42.55738412181,NA,NA
"Copper","2011-04-26","Dissolved",1.3,"ug/l","t","Juneau Creek","Juneau Creek","Spring",5.29337719858175,3.86169652633229,NA,NA
"Zinc","2001-04-11","Dissolved",41,"ug/l","t","Slikok Creek","Slikok Creek","Spring",28.9936418706935,28.9936418706935,"Y","Y"
"Arsenic","2009-07-21","Dissolved",1.79,"ug/l","t","Slikok Creek","Slikok Creek","Summer",NA,NA,NA,NA
"Copper","2006-07-25","Dissolved",1.88,"ug/l","m",NA,"12.5","Summer",4.57720677216788,3.38471563922869,NA,NA
"Chromium","2012-05-01","Dissolved",0.602,"ug/l","t","Beaver Creek","Beaver Creek","Spring",546.088096011259,26.1011744326461,NA,NA
"Zinc","2009-04-28","Dissolved",24,"ug/l","m",NA,"1.5","Spring",632.432617186531,632.432617186531,NA,NA
"Arsenic","2002-07-16","Dissolved",3,"ug/l","t","Beaver Creek","Beaver Creek","Summer",NA,NA,NA,NA
"Copper","2009-07-21","Dissolved",1.83,"ug/l","t","Beaver Creek","Beaver Creek","Summer",7.99222626856928,5.61122653440162,NA,NA
"Arsenic","2006-04-25","Dissolved",1.04,"ug/l","m",NA,"50","Spring",NA,NA,NA,NA
"Chromium","2010-04-27","Dissolved",0.293,"ug/l","m",NA,"50","Spring",640.517683412113,30.6145911329099,NA,NA
"Copper","2010-07-27","Dissolved",1.21,"ug/l","t","Funny River","Funny River","Summer",4.57223559170589,3.38138158919948,NA,NA
"Chromium","2012-05-01","Dissolved",0.388,"ug/l","m",NA,"31","Spring",738.857564198532,35.3149067062401,NA,NA
"Chromium","2007-07-17","Dissolved",0.627,"ug/l","t","Funny River","Funny River","Summer",626.075563011697,29.9243063482718,NA,NA
"Copper","2005-07-26","Dissolved",21.1,"ug/l","m",NA,"31","Summer",6.19426246960592,4.45329599246057,"Y","Y"
"Chromium","2006-07-25","Dissolved",1.41,"ug/l","m",NA,"31","Summer",659.228605753174,31.5089102938419,NA,NA
"Chromium","2007-05-01","Dissolved",0.709,"ug/l","t","Funny River","Funny River","Spring",693.493919923564,33.1466770730179,NA,NA
